       28.20        12.99545         0.00002         0.00000        92.00458         0.00000
       28.40        12.99545         0.00002         0.00000        92.00458         0.00000
       28.60        12.99545         0.00002         0.00000        92.00458         0.00000
       28.80        12.99545         0.00002         0.00000        92.00458         0.00000
       29.00        12.99545         0.00002         0.00000        92.00458         0.00000
       29.20        12.99545         0.00002         0.00000        92.00458         0.00000
       29.40        12.99545         0.00002         0.00000        92.00458         0.00000
       29.60        12.99545         0.00002         0.00000        92.00458         0.00000
       29.80        12.99545         0.00002         0.00000        92.00458         0.00000
       30.00        12.99545         0.00002         0.00000        92.00458         0.00000
